panel,q12,q13,q14,q15,q19,q23,q24,q25,q26,q27,q3,q5,q7,q22,q10,q11,q17,q18,q1,q2,q4,q6,q8,q9,q16,q20,q21,age,gender,year,type
1039397,3,3,3,3,2,4,4,3,4,3,5,3,4,3,3,3,2,2,3,5,4,4,3,3,3,3,3,56,0,11,2
1085764,3,2,2,1,2,2,3,2,3,3,5,4,4,2,2,3,3,3,3,3,1,4,3,3,3,3,1,65,0,13,2
1086805,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,2,4,4,3,4,3,4,2,3,3,3,2,33,1,5,2
1089839,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,3,3,46,0,10,2
1090117,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,3,4,4,3,3,3,3,3,3,49,0,27,2
1093567,2,2,2,2,2,3,4,2,4,4,4,4,4,4,2,2,4,4,2,2,4,4,2,4,4,4,2,39,0,10,2
1094672,1,1,1,1,1,3,3,3,3,3,4,3,4,3,2,3,2,3,3,4,3,3,3,3,2,4,1,43,0,7,2
1096039,3,2,3,3,3,4,3,3,4,4,4,3,3,3,2,3,3,3,2,4,3,3,4,3,2,2,3,48,0,3,2
1096843,3,1,2,1,1,3,3,3,3,3,5,4,3,3,4,3,3,3,4,3,4,2,3,4,2,3,1,43,0,22,2
1097579,3,2,2,2,2,4,4,3,3,3,4,4,4,4,3,2,2,2,3,3,2,4,3,2,3,3,2,59,0,3,2
1098363,4,3,3,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,2,3,4,4,2,41,0,12,2
1113463,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,4,3,4,2,4,3,60,0,20,2
1117818,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,4,52,0,29,1
1121296,2,2,2,3,3,2,2,2,2,2,2,4,4,2,2,1,3,3,3,4,3,4,2,3,4,4,2,37,1,10,2
1130074,1,1,3,2,1,4,4,3,3,3,4,4,4,4,2,1,1,1,2,2,2,4,2,3,2,4,2,30,1,0,2
1134342,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,2,4,3,3,4,3,4,3,3,3,3,2,40,0,10,1
1146449,2,2,2,2,2,4,4,4,4,4,4,4,3,4,2,2,3,2,4,3,4,3,2,3,3,4,3,48,0,10,2
1153655,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,49,1,20,2
1161010,1,1,1,1,1,3,3,3,3,3,5,3,4,4,1,1,1,1,3,4,4,2,1,4,3,4,1,42,0,8,2
1161878,2,2,3,1,3,2,2,2,2,2,4,3,4,4,3,1,3,3,3,4,3,4,3,3,4,4,2,46,0,5,2
1161977,4,4,2,3,2,4,3,2,3,3,4,2,4,4,2,2,2,2,3,4,3,4,3,2,3,4,4,46,0,20,2
1164152,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,48,0,15,2
1164917,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,62,0,10,1
1165197,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,2,35,0,10,2
1167432,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,1,1,3,4,4,4,2,4,1,1,2,55,0,10,2
1185656,1,1,1,1,1,4,4,3,3,3,4,4,3,4,3,3,4,4,2,4,2,2,3,4,1,3,1,66,1,34,1
1187555,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,52,0,20,3
1198417,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,5,3,4,4,4,2,40,0,1,2
1206875,2,1,2,2,2,4,4,3,3,3,4,4,3,4,2,2,1,2,4,2,4,4,3,3,1,3,1,37,1,1,2
1206945,1,1,1,1,1,1,1,1,1,1,5,3,3,4,3,2,1,1,4,4,3,3,3,3,1,1,4,39,0,10,2
1208948,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,60,0,25,3
1211226,1,1,1,1,2,4,3,4,3,3,4,4,3,4,3,2,1,2,4,3,3,4,3,4,3,3,1,47,0,8,2
1228135,4,1,1,1,1,4,3,3,1,1,5,4,4,4,1,1,1,1,3,4,4,5,5,5,4,3,2,52,0,7,2
1234734,3,3,3,3,2,4,4,4,3,3,4,3,3,4,3,4,2,2,2,2,4,3,3,3,3,2,2,39,1,15,1
1248001,3,3,3,3,3,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,4,2,2,3,3,3,3,41,0,5,2
1260644,3,3,4,3,4,4,4,4,3,4,4,2,3,4,1,1,3,3,2,4,2,4,2,2,3,4,4,45,0,5,2
1261965,2,2,2,2,2,4,4,3,3,3,4,4,3,4,2,2,2,2,4,2,4,4,3,2,2,2,2,45,1,5,2
1262200,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,3,2,31,1,3,2
1263883,3,3,3,3,3,5,4,3,3,3,4,4,4,5,3,3,3,3,4,4,3,3,3,4,3,3,2,38,1,5,2
1270788,4,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,2,1,2,4,2,4,2,1,1,1,1,35,0,3,2
1285347,3,3,3,3,2,4,4,4,3,3,3,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,44,0,20,1
1285449,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3,4,3,4,3,34,0,8,2
1294079,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,2,3,4,3,3,3,3,4,42,0,0,2
1295827,3,2,2,2,2,3,2,2,2,2,4,4,4,4,2,2,2,2,3,3,4,4,2,3,2,2,2,45,0,10,2
1300482,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,53,0,5,1
1310092,1,1,1,1,1,4,4,4,3,3,5,3,4,4,1,1,1,1,2,5,5,1,3,1,1,2,1,42,0,12,2
1319124,3,3,2,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,3,4,1,37,0,4,3
1323041,3,3,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,3,44,0,2,2
1327589,1,1,3,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,2,4,1,33,0,9,2
1363834,1,1,1,1,1,3,3,3,3,3,4,3,1,3,1,1,1,1,2,4,4,2,2,3,1,1,3,42,0,3,2
1364529,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,49,0,5,3
1365741,1,1,1,1,1,4,1,4,4,1,4,4,4,3,1,1,4,4,4,4,4,4,3,4,4,4,1,36,1,5,2
1367197,3,3,3,3,1,3,4,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,40,0,1,2
1369470,4,2,3,3,3,3,2,2,2,2,4,3,4,4,4,3,3,3,1,1,4,2,3,4,3,3,4,62,0,20,1
1373051,2,2,4,2,2,2,2,2,2,2,4,4,4,2,3,2,4,2,3,3,4,4,4,4,2,2,2,38,1,1,2
1376352,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,4,4,4,3,3,3,3,2,34,0,8,2
1378051,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,40,0,5,2
1383295,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,41,1,9,2
1386849,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,4,2,2,4,2,2,2,2,2,34,0,3,2
1389058,2,2,2,2,2,4,2,2,2,2,5,5,4,4,3,2,2,2,2,4,4,4,2,3,2,4,2,40,0,5,2
1393373,2,2,2,1,1,3,3,3,3,3,5,4,4,4,1,2,2,2,4,4,3,4,2,3,3,2,1,34,0,12,2
1394074,1,1,1,1,1,3,3,3,3,3,4,4,2,3,3,4,1,1,4,2,3,4,2,3,1,1,1,40,0,5,1
1395077,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,1,2,2,4,4,4,4,3,5,3,3,1,41,0,3,2
1395337,1,1,1,1,1,4,3,4,4,2,5,5,3,4,1,1,1,1,4,4,5,5,3,1,3,1,1,36,0,6,2
1404341,4,4,4,4,4,4,3,3,3,3,4,3,2,4,2,3,3,3,4,4,3,3,2,2,3,3,2,22,0,0,2
1406171,1,1,3,1,1,3,3,3,3,2,3,3,1,3,1,1,1,1,3,4,4,1,1,4,1,3,3,59,0,2,2
1408187,4,4,4,3,2,2,2,2,2,2,4,4,4,2,2,2,2,2,3,3,3,4,3,3,4,2,2,42,0,5,2
1409494,3,3,4,3,2,4,4,4,3,3,3,3,4,4,3,2,2,2,4,3,3,4,3,3,4,3,3,50,0,9,2
1409733,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,37,0,5,2
1411130,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,4,4,3,3,4,3,3,2,60,0,3,3
1412453,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,2,2,4,1,4,5,4,4,4,4,1,36,1,10,2
1416485,2,2,1,1,3,4,4,4,2,2,4,4,4,2,1,2,3,4,4,4,4,3,4,2,4,3,4,29,0,7,2
1428887,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,34,1,2,1
1440295,3,3,4,3,3,4,4,4,3,3,4,4,3,4,3,3,3,3,4,2,3,4,3,3,3,3,2,33,0,3,2
1440355,2,2,2,2,2,4,2,3,3,3,4,3,2,4,2,3,2,2,4,4,3,4,2,2,2,3,2,45,0,0,2
1450470,2,2,2,2,2,3,4,3,3,3,4,4,2,4,2,2,2,2,2,4,4,4,2,2,2,3,3,39,0,15,2
1451912,2,2,2,2,2,4,3,4,3,3,4,4,4,4,3,3,2,2,3,3,4,4,3,4,3,3,3,52,0,20,3
1476480,2,2,2,2,2,4,4,4,4,4,5,3,3,4,3,2,2,2,2,3,1,3,3,3,3,4,3,48,0,12,2
1504863,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,50,0,1,2
1508794,2,2,2,2,2,2,3,3,3,3,4,4,4,3,3,2,2,2,3,1,3,4,3,3,2,3,3,67,0,2,1
1511240,4,2,2,4,2,4,2,2,2,2,4,1,1,4,1,4,2,2,1,4,4,1,1,1,2,2,2,58,0,12,2
1511664,1,1,1,1,1,2,3,2,3,3,4,3,3,2,2,2,2,2,2,5,4,4,3,3,2,2,2,42,0,12,2
1512246,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,3,3,3,3,2,3,4,4,3,3,4,2,30,0,8,2
1513823,3,2,4,2,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,2,2,4,4,4,2,4,2,48,1,8,2
1538465,1,1,1,1,1,5,5,4,4,4,4,4,2,5,1,1,1,1,2,2,2,4,1,4,1,2,1,44,0,10,2
1542319,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,32,1,2,1
1554537,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,49,0,0,2
1554755,2,2,2,2,2,4,4,4,3,3,4,4,4,4,3,3,2,2,3,2,4,4,3,3,2,4,2,44,0,3,2
1568958,2,2,2,2,2,3,4,4,3,3,4,4,4,3,2,2,2,2,2,4,5,2,3,4,2,3,2,27,0,2,2
1569644,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,35,0,10,2
1571035,4,3,3,3,2,4,4,4,4,3,4,5,4,4,2,2,2,1,4,2,4,5,4,4,2,5,1,53,0,2,2
1571061,4,4,3,2,3,4,2,2,2,2,4,4,4,2,1,1,2,2,3,4,3,2,1,3,2,3,4,40,0,1,2
1571769,1,1,1,1,1,4,4,2,2,2,4,2,4,4,1,1,1,1,2,1,2,4,4,2,1,1,1,36,1,1,2
1574884,3,3,3,3,3,3,3,3,3,3,4,3,4,3,2,2,3,3,4,3,4,3,3,3,3,3,3,29,0,4,2
1575467,2,3,4,1,4,1,3,3,2,3,4,3,2,2,3,3,3,2,2,1,3,2,3,2,1,4,3,38,0,4,2
1579506,3,1,2,1,1,4,4,4,3,3,4,4,4,4,3,3,2,2,4,2,4,4,3,3,2,3,1,68,0,10,3
1580304,2,2,2,2,3,4,3,4,4,3,4,4,4,4,3,2,3,3,3,4,4,4,4,4,3,3,4,47,0,10,2
1582401,1,1,2,1,1,4,3,4,4,4,4,4,4,4,2,1,1,1,3,4,4,4,4,3,3,3,4,54,0,8,2
1582676,1,1,1,1,1,4,4,1,1,1,3,3,4,3,1,1,4,4,1,4,4,2,1,1,1,1,1,40,0,1,2
1583360,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,3,2,52,1,15,2
1590490,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,4,4,4,4,2,1,1,1,1,40,0,4,2
1591022,1,1,1,1,1,2,2,3,2,2,2,2,2,2,1,1,1,1,3,4,2,2,2,1,1,4,3,42,0,6,2
1592983,2,2,2,2,1,3,4,4,1,1,4,4,4,3,2,1,1,1,4,2,4,4,2,3,4,3,3,44,0,4,2
1595370,2,2,2,2,2,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,2,4,3,57,0,4,2
1596125,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,4,2,2,2,4,4,4,4,4,2,2,2,44,1,0,2
1596935,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,1,2,2,1,46,0,4,2
1598414,3,3,3,3,3,2,2,2,2,2,3,2,3,2,3,3,4,3,3,2,2,4,3,3,3,3,2,52,0,4,2
1598641,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,4,2,3,2,3,3,3,2,44,0,2,1
1599024,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,3,3,3,4,3,59,1,20,2
1600090,1,1,1,1,1,5,5,5,1,1,5,5,1,5,1,1,1,1,1,5,5,5,1,1,1,5,5,40,0,2,2
1600666,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,2,2,2,2,3,3,4,2,2,2,65,0,20,2
1646780,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,2,4,3,4,3,3,3,3,1,32,0,1,2
1647329,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,46,0,2,2
1664059,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,3,2,2,4,3,4,4,4,4,3,4,4,56,1,5,3
1674310,1,1,1,1,1,4,4,4,4,4,4,2,4,4,2,1,1,1,2,2,2,4,2,2,1,1,1,34,1,2,2
1676647,4,2,2,3,4,5,4,4,4,4,4,4,2,5,2,2,3,3,4,3,4,5,2,4,4,2,1,39,1,1,2
1678018,1,1,1,1,1,4,1,1,1,1,4,4,4,4,1,1,1,1,3,4,4,4,4,1,1,1,1,32,0,5,2
1694236,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,3,4,4,4,2,37,1,15,2
1705674,3,3,3,3,4,4,4,3,3,3,4,3,4,3,3,2,3,2,3,3,3,3,4,3,3,3,3,68,0,37,2
1711246,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,1,3,2
1720573,1,1,1,1,1,4,4,3,4,4,4,3,4,4,3,2,1,1,4,5,3,4,3,3,1,2,5,51,0,21,2
1731034,2,2,2,2,2,4,4,4,2,2,4,2,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,24,0,3,2
1731208,3,3,3,2,2,3,3,3,3,3,4,3,3,4,3,4,2,2,4,3,3,3,3,3,2,4,3,49,1,2,1
1735864,4,3,4,3,4,3,4,4,3,3,4,3,3,4,4,4,3,2,4,3,4,4,3,4,2,4,4,39,0,6,2
1745410,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,3,3,3,3,2,32,1,12,2
1750778,2,2,2,2,2,4,3,4,4,4,4,4,4,4,2,2,2,2,4,2,2,4,2,2,2,2,2,48,0,15,2
1751234,3,3,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,2,3,4,3,3,3,4,2,54,0,8,2
1753218,3,3,4,3,3,4,4,3,3,3,4,4,4,4,3,4,3,3,2,3,3,5,3,2,3,4,3,43,0,10,2
1768506,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,2,2,2,4,2,4,2,2,4,2,2,2,36,1,10,2
1772597,3,3,4,3,4,2,2,4,4,3,4,4,3,2,2,3,4,4,4,2,2,4,2,2,3,3,2,30,0,2,2
1778835,1,1,1,1,1,1,1,1,3,3,5,3,4,5,1,1,3,3,1,3,3,1,3,1,3,3,1,34,0,9,2
1784357,2,2,2,1,1,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3,2,2,1,51,0,28,3
1785365,3,2,4,2,3,4,4,4,2,2,4,4,3,4,4,4,4,4,3,4,3,2,2,3,3,4,2,61,0,3,3
1797693,1,2,2,1,1,4,4,4,3,3,4,4,4,4,3,1,3,3,4,3,2,4,3,4,4,4,2,42,0,3,2
1804901,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,35,0,4,2
1805377,3,2,3,4,3,4,3,2,2,2,3,3,3,3,2,4,3,3,3,4,4,2,3,3,4,3,3,50,0,10,2
1809017,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,29,1,5,2
1818767,3,3,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,36,0,5,2
1819340,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,55,0,5,2
1832109,1,1,1,1,1,4,4,4,4,4,3,3,3,4,1,1,3,3,3,4,3,3,3,2,1,2,1,37,0,5,2
1834556,3,3,3,3,3,4,4,3,3,3,5,4,4,4,4,4,4,4,3,4,3,5,2,4,4,3,3,29,1,10,3
1838512,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,38,0,0,2
1840566,3,3,3,3,3,3,3,3,3,3,5,5,5,4,2,2,3,3,4,3,3,5,2,3,3,3,3,39,0,10,2
1840834,4,3,3,3,4,3,3,2,2,2,4,4,4,3,3,2,4,3,3,4,4,5,2,3,3,4,2,42,0,2,2
1845843,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,67,0,10,2
1854491,2,2,2,2,3,4,3,3,2,2,4,4,3,4,3,2,2,2,2,4,4,4,3,4,2,4,2,39,0,1,2
1854832,2,1,1,1,1,4,4,5,4,4,5,4,5,4,4,5,4,4,4,4,5,4,5,4,3,4,2,34,0,8,2
1859238,4,3,3,3,3,5,2,5,5,5,4,5,5,5,2,2,2,2,4,2,2,5,2,2,2,2,2,41,1,4,2
1861511,4,5,5,3,1,4,4,4,4,4,3,3,3,4,3,1,1,1,3,4,3,5,3,3,2,3,3,49,0,5,2
1865577,1,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,3,2,2,3,2,1,1,1,1,39,0,4,2
1866822,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,3,4,4,2,2,2,2,2,2,48,1,2,2
1880070,2,1,3,2,2,4,4,4,4,4,4,4,4,4,2,2,3,3,3,4,4,3,3,4,3,4,2,60,0,4,1
1882067,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,2,2,2,3,3,3,3,3,3,3,3,2,41,0,4,2
1884384,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,4,3,3,3,3,4,3,2,53,0,3,1
1885273,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,4,2,4,4,2,2,2,2,2,41,0,10,2
1888451,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,53,0,1,1
1888909,3,2,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,4,2,3,3,3,2,2,2,42,0,3,2
1902093,3,3,3,3,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,2,36,0,3,2
1933233,2,1,1,2,1,4,5,3,3,3,4,4,4,4,1,1,2,1,2,4,2,4,3,2,3,4,1,33,1,6,2
1945391,3,4,3,3,3,4,4,4,4,4,4,3,4,4,2,2,4,4,2,4,3,2,1,3,4,4,2,35,0,15,3
1965804,4,4,4,4,4,4,4,2,2,2,4,4,3,2,2,2,2,2,2,4,4,4,2,4,4,2,2,36,0,6,2
1968095,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,4,2,4,2,2,2,4,2,2,33,0,2,2
1980957,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,60,1,15,3
1981854,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,50,1,2,1
1986924,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,2,4,2,3,3,3,3,3,2,42,1,19,1
1992718,4,4,4,4,4,2,2,2,2,2,4,5,2,2,1,1,2,1,2,4,1,4,1,3,4,4,1,34,0,10,2
2005679,2,2,2,2,3,4,4,4,4,4,4,3,3,4,1,1,1,1,4,5,5,3,3,4,4,3,1,63,0,6,2
2009367,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,3,4,3,4,3,3,2,2,1,43,1,8,2
2011743,3,3,2,2,2,3,3,3,3,3,4,4,3,4,1,1,2,2,3,3,4,5,3,3,2,4,2,37,1,4,2
2029343,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,37,0,2,2
2030354,2,2,2,2,3,4,4,2,4,4,4,2,5,4,3,2,3,3,2,4,3,1,2,3,3,3,2,58,0,20,2
2030591,2,2,2,2,3,4,4,3,3,3,4,4,4,4,3,3,3,3,4,2,3,4,3,3,2,3,3,68,0,5,3
2031828,3,2,2,2,2,4,4,4,4,4,4,3,3,4,4,4,1,1,4,2,2,2,3,4,2,2,2,51,1,5,2
2033017,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,2,2,2,4,3,4,3,3,3,3,3,2,75,0,17,3
2048635,4,3,3,3,3,4,4,4,3,4,4,2,3,4,3,3,4,3,3,3,2,2,3,3,4,4,4,36,0,5,2
2056962,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,37,0,4,2
