panel,q12,q13,q14,q15,q19,q23,q24,q25,q26,q27,q3,q5,q7,q22,q10,q11,q17,q18,q1,q2,q4,q6,q8,q9,q16,q20,q21,age,gender,year,type
3556871,2,2,2,2,2,4,3,3,3,3,4,4,4,4,3,3,2,2,2,4,3,4,2,4,2,2,2,54,1,20,3
3557718,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,3,4,4,3,4,4,4,4,3,3,5,3,40,0,10,1
3558320,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,4,3,1,3,3,3,3,3,49,1,8,2
3562385,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,2,3,3,3,4,4,4,55,1,5,2
3565434,3,3,4,2,2,3,4,3,3,3,4,4,4,3,1,1,2,2,3,4,3,3,3,3,2,3,1,51,1,8,2
3565913,4,4,3,4,3,4,4,2,1,4,4,4,5,4,4,3,3,1,2,4,3,1,1,3,3,5,2,42,0,1,3
3571309,1,1,1,1,1,3,3,3,3,3,4,4,4,3,1,1,1,1,1,4,2,1,3,1,3,3,2,39,0,8,2
3572016,4,2,3,3,3,4,4,3,4,4,4,5,4,4,2,1,2,3,4,4,3,2,3,3,4,4,2,35,0,5,2
3572989,2,2,2,2,2,1,2,2,2,1,4,3,2,1,4,2,2,2,4,2,4,3,2,4,2,2,1,35,0,10,3
3574000,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,2,2,3,3,4,3,3,4,1,36,1,2,2
3574625,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,3,3,40,0,1,2
3575143,1,1,1,1,1,4,3,3,3,3,4,3,3,4,1,1,2,1,2,4,3,5,2,2,2,2,1,26,0,2,2
3575209,2,2,2,2,2,2,2,2,2,2,4,3,2,2,1,1,2,2,4,4,3,5,1,2,2,2,2,37,1,4,2
3575611,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,3,4,2,3,2,44,0,2,1
3578599,2,1,2,2,2,4,3,3,3,3,3,4,4,4,2,3,2,3,3,3,4,3,3,3,3,3,1,67,0,7,3
3579255,1,1,1,1,1,4,4,3,3,3,4,4,4,4,1,1,1,1,2,2,4,1,1,1,1,3,1,33,0,5,2
3582496,1,1,1,1,1,3,3,3,3,3,4,4,2,3,4,4,3,3,3,2,3,4,2,2,3,4,1,43,1,6,1
3582663,2,2,3,1,1,1,1,1,1,1,4,2,2,1,2,2,1,1,3,3,3,2,2,2,3,3,1,29,1,4,2
3583116,4,4,4,2,3,4,3,3,4,4,4,4,4,4,2,2,4,2,4,4,2,3,3,2,1,5,2,32,0,5,2
3583404,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,34,0,4,2
3583426,1,1,1,1,1,3,2,3,2,1,3,3,3,3,2,2,1,1,2,4,3,2,2,2,2,2,2,38,0,2,2
3583601,3,3,3,3,2,4,4,4,4,4,5,4,4,3,3,3,1,1,2,4,3,4,4,4,3,3,2,34,1,2,2
3585527,3,3,3,3,2,4,4,4,3,3,3,4,4,4,4,3,2,2,3,3,3,4,3,4,3,3,3,36,0,4,2
3585862,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,4,4,4,3,4,4,3,4,3,4,2,47,1,0,1
3586309,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,0,1,2
3587150,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,39,0,6,1
3587243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,50,1,6,2
3589158,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,44,0,2,2
3591498,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,48,0,15,2
3592733,3,2,4,2,2,4,4,2,3,3,4,2,4,4,5,3,2,2,2,4,2,2,4,3,2,4,3,46,0,5,3
3593160,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,0,3,2
3593918,1,1,1,1,1,3,3,3,3,3,5,1,4,3,1,1,1,1,3,3,1,1,1,1,1,1,1,35,0,6,2
3594209,3,2,3,2,2,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,34,1,3,2
3596063,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,42,1,5,2
3596138,3,2,2,2,3,4,2,3,3,3,4,4,4,4,3,3,2,2,4,3,4,4,4,4,1,4,4,53,1,4,2
3598277,4,5,5,4,4,3,3,4,3,3,4,5,3,4,2,4,3,3,5,2,4,5,2,4,4,4,2,31,0,0,2
3599701,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,4,3,4,2,3,4,2,3,3,4,2,44,1,2,2
3602202,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,50,0,2,2
3602335,2,2,3,2,3,3,4,3,3,3,4,4,3,3,2,1,3,3,3,3,4,4,2,2,4,4,3,31,1,5,2
3603188,5,5,5,5,4,5,4,4,4,4,5,4,5,5,4,4,4,4,3,3,4,3,4,5,4,4,4,62,0,12,3
3603205,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,2,4,3,5,3,3,4,3,2,27,0,3,2
3603969,4,3,2,2,2,3,3,3,3,3,4,4,4,4,3,4,2,2,4,4,4,4,4,4,2,4,4,39,1,15,2
3604050,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,4,2,2,2,4,4,2,2,2,2,2,2,57,0,10,1
3604357,3,3,3,3,2,4,3,2,2,2,4,2,4,4,2,2,2,2,2,4,4,2,2,2,3,4,4,55,0,5,2
3604652,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,1,0,2
3606125,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,4,3,32,1,2,2
3608792,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,40,1,2,3
3608803,4,3,3,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3,2,33,1,3,3
3612943,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,2,2,2,3,4,4,3,3,3,3,4,3,58,0,10,1
3613698,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,44,1,1,2
3614243,4,3,3,4,3,3,4,4,4,3,4,4,4,4,3,3,3,3,4,2,3,4,3,4,3,3,3,29,1,2,1
3615642,2,2,3,3,2,3,4,3,4,3,4,3,2,3,2,2,4,4,3,2,4,4,2,2,2,2,2,28,0,2,2
3616899,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,3,4,3,56,0,15,3
3616930,3,2,2,2,2,4,4,2,4,4,4,4,4,2,4,4,3,3,2,4,2,4,4,3,2,2,2,70,0,5,1
3617198,3,3,3,2,3,4,4,4,3,3,4,2,4,4,2,2,3,2,3,4,2,4,4,3,3,3,2,49,1,10,2
3617267,4,1,1,1,1,3,4,4,2,2,4,4,3,3,4,4,2,2,3,1,4,4,2,4,4,4,3,45,1,4,3
3617276,3,2,1,3,3,4,4,4,4,4,4,4,3,4,3,2,2,2,3,3,4,4,2,4,4,4,2,36,1,4,2
3618971,1,1,1,1,1,3,3,3,3,3,4,2,2,2,1,1,1,1,3,4,2,2,1,1,1,4,2,42,1,1,2
3620612,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,2,4,4,4,2,35,0,3,2
3620783,4,2,4,2,2,4,4,3,2,2,4,4,3,4,3,2,2,2,2,3,2,4,2,4,4,1,2,37,0,2,3
3620903,4,2,4,2,2,4,4,3,3,3,4,4,4,4,4,2,4,3,2,2,3,4,3,4,4,4,2,42,1,9,2
3622484,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,33,1,0,1
3624038,2,2,2,2,2,3,3,3,3,3,4,3,4,3,2,2,2,2,3,4,4,4,2,2,2,2,3,37,0,2,1
3625748,4,2,2,2,2,4,4,4,4,3,4,4,3,4,4,2,2,2,4,4,3,4,3,4,2,3,3,46,0,7,2
3625753,2,2,2,2,2,3,3,3,3,3,4,4,3,2,3,3,2,2,4,4,4,3,3,3,2,2,2,27,1,3,2
3629077,2,2,2,2,2,4,3,3,3,3,4,4,4,4,4,4,2,2,2,4,4,3,3,4,2,2,2,65,0,5,1
3629677,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,3,2,41,0,2,2
3630463,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,5,3,3,2,3,4,4,3,4,3,4,3,67,1,2,1
3631031,2,2,2,2,2,4,3,3,4,3,4,3,4,4,2,2,2,2,3,4,3,3,3,3,3,3,4,44,0,3,2
3632178,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,4,2,4,4,3,3,3,4,3,32,1,3,2
3632355,1,1,1,1,1,4,4,3,3,3,4,4,4,4,2,1,3,3,3,4,3,4,2,2,3,1,1,28,0,5,2
3632662,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,65,0,5,3
3633601,4,4,4,4,3,3,4,3,4,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,4,3,4,28,1,4,2
3633645,2,2,2,2,3,3,3,3,3,3,2,2,2,3,4,4,4,4,2,2,2,2,2,2,2,3,3,29,1,1,1
3636476,2,2,2,2,2,3,3,3,3,3,5,3,2,5,2,2,2,2,2,4,5,4,2,2,2,2,2,40,0,8,2
3637059,1,1,1,1,1,3,3,3,3,3,1,1,1,3,4,4,4,4,4,1,1,1,1,3,1,4,2,27,1,2,1
3637775,4,3,4,4,3,4,4,5,4,4,2,1,4,4,4,4,5,3,2,3,2,1,4,2,4,4,1,26,1,3,2
3638712,2,2,2,2,2,4,4,3,3,3,5,4,4,4,2,1,2,2,1,4,1,4,1,4,2,2,1,32,0,8,2
3639983,3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,46,1,0,2
3640327,1,3,4,3,2,2,2,2,2,2,3,3,4,3,1,1,2,2,4,5,2,1,1,1,2,3,2,39,0,10,2
3640936,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,46,1,10,2
3641893,3,2,2,2,2,3,2,3,3,3,4,4,4,3,3,2,2,2,3,3,4,4,3,4,2,3,1,39,0,10,2
3643046,1,1,1,1,1,2,2,2,2,2,4,2,2,3,1,1,1,1,3,3,2,2,1,1,1,1,1,36,1,0,2
3646627,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,0,3,2
3650230,4,4,4,2,1,4,4,3,2,2,4,4,4,4,3,3,1,1,2,4,2,4,2,3,1,2,2,38,0,4,2
3651261,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,67,0,7,1
3651443,2,2,2,2,3,4,3,3,2,4,4,4,4,4,4,2,3,3,4,2,4,5,4,4,3,4,2,57,0,15,2
3654357,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,33,1,2,2
3654585,1,1,1,1,1,3,2,4,4,4,4,4,2,4,1,1,1,1,4,2,2,3,2,2,1,4,1,44,1,6,2
3655205,2,1,1,1,2,4,4,1,1,1,4,2,4,4,2,2,1,1,3,5,4,2,1,3,1,3,1,44,0,3,2
3655728,2,4,4,4,2,3,3,3,3,3,4,3,4,3,3,1,1,1,4,4,3,4,2,2,2,4,2,50,0,10,2
3656783,2,2,2,2,2,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,46,0,4,2
3657727,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,34,0,2,2
3657850,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,30,0,1,2
3658189,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,45,0,23,3
3658553,1,1,2,1,1,4,4,3,4,4,4,4,4,4,2,2,2,2,4,4,3,4,3,4,3,4,1,44,0,1,2
3660353,2,2,2,2,3,4,4,4,4,4,4,4,5,4,3,2,3,3,3,4,2,2,4,3,3,3,2,33,0,8,2
3662191,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,33,1,1,2
3662329,1,1,1,1,1,4,3,3,1,1,4,3,4,4,2,1,1,1,3,4,2,4,4,4,2,4,1,37,0,5,2
3664006,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,31,1,5,2
3664404,2,1,1,1,3,3,3,2,3,3,2,2,3,3,1,1,2,2,4,2,3,3,3,2,3,3,1,35,1,4,2
3664493,3,3,3,3,4,5,3,4,4,4,5,5,4,5,3,3,3,3,3,4,5,4,2,4,4,4,2,42,1,3,2
3665157,3,3,2,3,3,4,4,4,3,3,4,3,4,4,1,1,4,3,3,2,3,4,3,3,3,4,3,33,1,1,2
3667274,3,2,3,2,2,4,3,4,2,2,4,4,4,4,2,2,3,3,3,3,3,4,3,3,3,3,1,38,0,10,2
3667864,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,2,4,4,2,4,2,4,3,26,0,3,3
3670115,2,2,3,2,2,4,4,3,3,3,4,3,4,4,4,3,2,2,3,4,4,4,3,4,3,3,4,61,0,35,2
3670335,1,1,1,1,1,4,4,4,3,3,4,5,4,4,2,2,1,1,4,3,4,2,3,3,1,1,2,49,0,20,2
3671424,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,39,0,3,3
3672239,2,2,2,2,3,3,3,3,4,4,3,4,4,4,3,4,3,3,4,2,3,4,2,4,3,3,3,29,0,1,2
3673625,4,3,3,3,3,3,1,3,3,3,4,4,3,3,3,1,3,3,2,3,4,2,3,4,4,4,1,52,1,3,2
3674730,3,3,1,3,3,3,3,1,3,1,4,4,4,3,3,2,3,3,4,4,4,4,3,3,3,3,3,35,0,15,2
3676391,2,2,2,2,2,3,3,3,3,3,4,4,3,4,2,2,2,2,4,3,3,3,3,3,3,2,3,62,0,10,2
3676961,2,2,3,2,2,4,3,2,3,2,5,4,4,4,3,2,5,4,4,4,3,4,3,2,4,2,1,39,0,13,2
3677259,4,2,2,2,2,2,2,2,2,4,2,4,2,2,5,2,3,2,2,4,2,5,2,2,2,2,4,46,1,5,1
3677377,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,42,0,20,2
3677728,2,2,2,2,2,3,3,3,3,3,2,2,2,3,4,4,2,2,2,4,2,2,2,2,2,4,3,52,1,20,3
3678044,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,50,0,1,2
3679076,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1,3,1,2,4,2,1,2,1,1,43,0,7,2
3680578,3,3,3,3,2,4,4,3,3,3,4,4,4,4,3,4,3,3,3,2,3,4,3,3,3,3,2,29,1,1,2
3680825,2,2,2,2,3,4,4,4,3,3,4,5,4,3,3,2,3,3,4,2,5,3,4,4,3,4,2,32,0,0,2
3682064,3,3,3,3,3,4,4,4,4,4,5,4,4,4,1,1,3,3,3,5,4,2,1,1,3,3,1,26,0,3,2
3682659,1,1,1,1,1,4,3,3,2,2,4,4,4,4,2,1,1,1,4,3,4,4,2,2,2,3,1,26,0,2,2
3682693,4,2,2,2,2,4,2,2,2,2,4,4,2,4,2,4,2,2,4,2,4,2,2,2,2,4,2,32,1,2,2
3682751,1,1,1,1,1,5,5,5,4,4,1,1,4,4,1,1,1,1,1,1,1,4,1,3,1,1,1,36,0,5,2
3683398,1,1,1,1,1,3,3,3,3,3,4,3,2,3,1,1,1,1,3,3,3,4,1,4,3,4,1,52,1,22,2
3683901,2,2,2,2,2,4,4,4,4,4,4,4,3,4,3,2,2,2,3,4,3,3,3,3,3,2,3,35,0,5,2
3684481,3,3,3,3,3,2,2,2,2,2,4,5,4,2,1,1,4,4,3,2,3,4,2,2,4,4,2,47,0,0,2
3684687,1,1,1,1,1,4,1,1,1,1,4,4,4,4,2,1,1,1,4,4,3,4,2,2,3,1,2,39,0,2,2
3684829,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,3,5,4,3,3,3,1,32,1,3,2
3685011,4,2,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,2,4,2,5,3,4,2,32,1,3,2
3687508,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,38,0,3,1
3690115,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,2,2,2,3,3,53,0,32,2
3691944,1,1,1,1,1,4,5,5,5,5,5,5,4,4,4,1,1,1,4,4,5,2,2,4,1,4,1,26,0,0,2
3692744,3,3,3,3,2,1,1,1,1,1,4,2,2,2,1,1,2,2,2,4,2,2,2,3,2,1,1,29,0,2,2
3694710,2,2,2,2,2,4,4,2,2,2,4,2,2,4,2,2,2,2,2,4,3,2,2,2,2,2,4,26,0,0,2
3694906,2,2,2,2,3,3,3,2,2,2,4,4,4,3,2,2,3,3,4,4,4,3,3,4,3,4,2,65,0,5,2
3696499,4,3,4,3,3,2,2,2,2,2,5,4,4,4,4,3,3,3,4,4,5,4,3,4,3,4,2,39,0,3,1
3698863,1,1,1,1,1,4,1,2,1,1,2,4,2,4,1,1,1,1,4,2,1,4,2,2,1,1,1,37,0,16,2
3700883,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,3,4,3,3,3,2,2,61,0,4,1
3701691,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,3,3,3,3,3,43,0,1,2
3704119,3,2,3,2,3,4,4,4,4,3,4,4,4,4,1,1,2,2,4,4,4,5,2,4,3,4,3,51,1,1,2
3704300,2,1,1,1,1,3,1,4,3,3,4,5,3,4,3,4,2,2,2,3,4,3,2,2,3,3,3,71,0,25,1
3704758,1,1,1,1,1,4,4,4,4,4,4,4,3,4,2,2,1,1,4,3,4,4,2,2,4,1,4,39,0,7,2
3704989,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,45,0,15,2
3706846,2,2,2,2,1,4,3,4,3,3,4,4,4,4,2,2,2,2,4,3,4,5,3,3,4,4,1,41,1,2,2
3706902,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,2,4,2,4,4,3,3,4,2,65,0,1,2
3707523,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,4,1,1,4,2,1,1,1,1,24,0,1,2
3707911,2,2,2,2,2,4,4,4,4,4,4,4,3,4,4,2,3,3,3,3,4,4,2,4,2,4,3,60,1,5,3
3712354,3,2,3,3,3,4,3,4,4,4,5,5,4,4,3,3,2,2,3,4,4,4,3,4,4,4,4,52,0,20,3
3713250,3,3,3,4,4,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,4,3,4,4,4,3,3,66,0,30,3
3713947,3,3,3,3,3,3,4,4,4,4,2,2,2,4,3,1,1,2,5,1,5,2,2,3,1,4,1,50,0,0,2
3714267,1,1,1,1,1,4,4,3,3,3,4,2,2,4,5,5,4,4,2,4,2,5,1,2,2,5,1,50,1,8,1
3716152,3,3,3,3,3,3,3,3,3,3,4,4,5,3,3,3,3,3,3,4,3,4,3,3,3,3,5,32,0,5,2
3717012,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,1,3,3,4,3,3,2,37,0,6,2
3719233,1,1,1,1,2,4,4,4,4,4,4,3,4,4,2,1,3,3,3,4,3,4,3,3,3,3,3,44,0,6,2
3721866,1,1,3,1,2,4,4,3,4,4,4,4,3,4,1,1,2,2,2,4,3,4,2,3,3,3,2,39,1,3,2
3721894,3,4,3,4,4,4,3,4,4,3,4,2,4,5,2,2,2,2,5,2,2,4,2,2,2,4,3,35,0,1,2
3722696,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,4,3,36,1,10,2
3723894,2,2,2,2,3,4,4,4,4,4,4,4,4,4,2,2,3,3,3,4,3,4,3,3,3,3,2,39,0,11,3
3724129,2,2,2,2,2,4,3,4,3,3,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,4,37,1,5,1
3724467,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,1,4,4,4,4,4,3,3,35,0,1,2
3724806,3,3,3,3,3,4,5,3,3,4,4,3,3,4,2,3,2,2,4,2,3,3,3,4,2,2,2,32,0,0,2
3724853,2,2,2,1,3,1,1,4,3,1,4,1,1,1,1,1,1,1,4,1,1,5,1,4,1,3,1,55,1,8,2
3725836,4,4,4,4,4,2,2,2,2,2,4,3,4,2,4,2,4,4,2,4,3,4,4,4,4,3,2,35,0,3,2
3728706,1,1,1,1,1,2,2,2,2,2,4,4,2,2,2,1,2,2,2,2,3,3,2,2,2,3,2,43,0,20,1
3729256,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,30,1,0,2
3729950,3,3,1,2,2,4,4,2,3,3,5,5,4,4,2,2,1,2,2,5,3,5,2,4,3,5,2,33,0,2,2
3730257,2,2,2,2,2,4,4,4,4,4,4,2,4,3,3,3,2,2,4,3,3,2,2,3,2,3,1,53,1,25,3
3731032,2,1,3,1,2,4,4,4,3,3,3,4,4,4,4,3,3,3,4,3,4,3,3,3,2,3,3,49,0,8,1
3732865,3,3,3,3,3,3,5,3,3,3,4,2,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,39,0,2,2
3733171,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,34,0,1,2
3737655,4,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,3,5,1,4,2,39,1,2,1
3739020,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,3,63,0,8,3
3739348,2,2,2,2,1,3,3,3,3,3,4,4,5,3,2,2,1,1,4,3,2,4,2,2,2,2,4,58,0,5,2
3739803,2,2,4,2,2,4,4,3,3,3,4,4,2,4,3,2,2,2,3,4,1,1,2,4,2,4,2,46,0,20,2
3739984,3,3,4,3,3,5,4,5,3,2,4,4,4,4,2,2,3,3,4,3,3,4,1,3,3,5,2,28,1,1,3
3742004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,33,1,6,1
